Summaries,of,TIMEHOME
By,levels,of,DENSX
Variable,Value,Mean,StdDev,N, 
For,Entire,984.1785,257.4312,8159, 
DENSX,1,995.6774,264.5887,62,=(C8-$C$6)/(SQRT((D8^2/E8)+($D$6^2/$E$6)))
DENSX,2,984.5622,261.0428,185,=(C9-$C$6)/(SQRT((D9^2/E9)+($D$6^2/$E$6)))
DENSX,3,1010.8018,240.9178,217,=(C10-$C$6)/(SQRT((D10^2/E10)+($D$6^2/$E$6)))
DENSX,4,970.7138,259.1021,821,=(C11-$C$6)/(SQRT((D11^2/E11)+($D$6^2/$E$6)))
DENSX,5,998.6314,258.4261,529,=(C12-$C$6)/(SQRT((D12^2/E12)+($D$6^2/$E$6)))
DENSX,6,996.848,255.5633,1790,=(C13-$C$6)/(SQRT((D13^2/E13)+($D$6^2/$E$6)))
DENSX,7,972.5243,257.7123,1234,=(C14-$C$6)/(SQRT((D14^2/E14)+($D$6^2/$E$6)))
DENSX,8,993.8505,259.3771,943,=(C15-$C$6)/(SQRT((D15^2/E15)+($D$6^2/$E$6)))
DENSX,9,960.4962,254.4984,653,=(C16-$C$6)/(SQRT((D16^2/E16)+($D$6^2/$E$6)))
DENSX,10,973.3579,260.8764,788,=(C17-$C$6)/(SQRT((D17^2/E17)+($D$6^2/$E$6)))
DENSX,11,1010.2952,257.7144,376,=(C18-$C$6)/(SQRT((D18^2/E18)+($D$6^2/$E$6)))
DENSX,12,979.6158,259.1914,505,=(C19-$C$6)/(SQRT((D19^2/E19)+($D$6^2/$E$6)))
DENSX,13,911.0536,205.6494,56,=(C20-$C$6)/(SQRT((D20^2/E20)+($D$6^2/$E$6)))
,Total,Cases,=,8159
-------------------------------------------------------------------------------
Page,5,SPSS/PC+,1996-12-20 00:00:00
Summaries,of,TIMEWORK
By,levels,of,DENSX
Variable,Value,Mean,StdDev,N
For,Entire,259.7991,271.2033,8159, 
DENSX,1,223.9516,276.2266,62,=(C33-$C$31)/(SQRT((D33^2/E33)+($D$31^2/$E$31)))
DENSX,2,252.3622,276.356,185,=(C34-$C$31)/(SQRT((D34^2/E34)+($D$31^2/$E$31)))
DENSX,3,236.7926,264.3315,217,=(C35-$C$31)/(SQRT((D35^2/E35)+($D$31^2/$E$31)))
DENSX,4,267.1133,268.9467,821,=(C36-$C$31)/(SQRT((D36^2/E36)+($D$31^2/$E$31)))
DENSX,5,251.5936,270.9975,529,=(C37-$C$31)/(SQRT((D37^2/E37)+($D$31^2/$E$31)))
DENSX,6,242.9899,268.2706,1790,=(C38-$C$31)/(SQRT((D38^2/E38)+($D$31^2/$E$31)))
DENSX,7,271.1491,270.6336,1234,=(C39-$C$31)/(SQRT((D39^2/E39)+($D$31^2/$E$31)))
DENSX,8,267.3065,269.2167,943,=(C40-$C$31)/(SQRT((D40^2/E40)+($D$31^2/$E$31)))
DENSX,9,280.9801,278.1239,653,=(C41-$C$31)/(SQRT((D41^2/E41)+($D$31^2/$E$31)))
DENSX,10,260.0393,274.3359,788,=(C42-$C$31)/(SQRT((D42^2/E42)+($D$31^2/$E$31)))
DENSX,11,238.5665,270.3203,376,=(C43-$C$31)/(SQRT((D43^2/E43)+($D$31^2/$E$31)))
DENSX,12,271.4416,274.5557,505,=(C44-$C$31)/(SQRT((D44^2/E44)+($D$31^2/$E$31)))
DENSX,13,331.4643,267.293,56,=(C45-$C$31)/(SQRT((D45^2/E45)+($D$31^2/$E$31)))
,Total,Cases,=,8159
-------------------------------------------------------------------------------
Page,7,SPSS/PC+,1996-12-20 00:00:00
Summaries,of,TIMESHOP
By,levels,of,DENSX
Variable,Value,Mean,StdDev,N
For,Entire,21.291,56.2797,8159
DENSX,1,15.5645,37.5542,62,=(C58-$C$56)/(SQRT((D58^2/E58)+($D$56^2/$E$56)))
DENSX,2,29.627,112.4403,185,=(C59-$C$56)/(SQRT((D59^2/E59)+($D$56^2/$E$56)))
DENSX,3,21.8387,51.1194,217,=(C60-$C$56)/(SQRT((D60^2/E60)+($D$56^2/$E$56)))
DENSX,4,20.6395,58.367,821,=(C61-$C$56)/(SQRT((D61^2/E61)+($D$56^2/$E$56)))
DENSX,5,24.4197,55.6032,529,=(C62-$C$56)/(SQRT((D62^2/E62)+($D$56^2/$E$56)))
DENSX,6,20.586,49.1898,1790,=(C63-$C$56)/(SQRT((D63^2/E63)+($D$56^2/$E$56)))
DENSX,7,19.4173,46.9484,1234,=(C64-$C$56)/(SQRT((D64^2/E64)+($D$56^2/$E$56)))
DENSX,8,19.8282,56.9523,943,=(C65-$C$56)/(SQRT((D65^2/E65)+($D$56^2/$E$56)))
DENSX,9,21.5038,54.8764,653,=(C66-$C$56)/(SQRT((D66^2/E66)+($D$56^2/$E$56)))
DENSX,10,24.0393,63.5465,788,=(C67-$C$56)/(SQRT((D67^2/E67)+($D$56^2/$E$56)))
DENSX,11,24.7766,64.1247,376,=(C68-$C$56)/(SQRT((D68^2/E68)+($D$56^2/$E$56)))
DENSX,12,20.2772,54.6816,505,=(C69-$C$56)/(SQRT((D69^2/E69)+($D$56^2/$E$56)))
DENSX,13,11,42.6316,56,=(C70-$C$56)/(SQRT((D70^2/E70)+($D$56^2/$E$56)))
,Total,Cases,=,8159
-------------------------------------------------------------------------------
Page,9,SPSS/PC+,1996-12-20 00:00:00
Summaries,of,TIMEOTHE
By,levels,of,DENSX
Variable,Value,Mean,StdDev,N
For,Entire,109.905,158.4693,8159, 
DENSX,1,153.6774,203.6978,62,=(C83-$C$81)/(SQRT((D83^2/E83)+($D$81^2/$E$81)))
DENSX,2,114.0919,158.5956,185,=(C84-$C$81)/(SQRT((D84^2/E84)+($D$81^2/$E$81)))
DENSX,3,108.5484,151.7858,217,=(C85-$C$81)/(SQRT((D85^2/E85)+($D$81^2/$E$81)))
DENSX,4,113.6456,158.5262,821,=(C86-$C$81)/(SQRT((D86^2/E86)+($D$81^2/$E$81)))
DENSX,5,102.0284,145.7442,529,=(C87-$C$81)/(SQRT((D87^2/E87)+($D$81^2/$E$81)))
DENSX,6,114.5799,160.9709,1790,=(C88-$C$81)/(SQRT((D88^2/E88)+($D$81^2/$E$81)))
DENSX,7,111.812,163.4812,1234,=(C89-$C$81)/(SQRT((D89^2/E89)+($D$81^2/$E$81)))
DENSX,8,100.1506,146.5144,943,=(C90-$C$81)/(SQRT((D90^2/E90)+($D$81^2/$E$81)))
DENSX,9,113.6325,169.7178,653,=(C91-$C$81)/(SQRT((D91^2/E91)+($D$81^2/$E$81)))
DENSX,10,113.5761,160.1276,788,=(C92-$C$81)/(SQRT((D92^2/E92)+($D$81^2/$E$81)))
DENSX,11,105.75,157.1465,376,=(C93-$C$81)/(SQRT((D93^2/E93)+($D$81^2/$E$81)))
DENSX,12,97.3446,151.7634,505,=(C94-$C$81)/(SQRT((D94^2/E94)+($D$81^2/$E$81)))
DENSX,13,91.2857,143.0483,56,=(C95-$C$81)/(SQRT((D95^2/E95)+($D$81^2/$E$81)))
,Total,Cases,=,8159
-------------------------------------------------------------------------------
Page,11,SPSS/PC+,1996-12-20 00:00:00
Summaries,of,TIMETRAV
By,levels,of,DENSX
Variable,Value,Mean,StdDev,N
For,Entire,64.8264,62.2463,8159
DENSX,1,51.129,33.8829,62,=(C108-$C$106)/(SQRT((D108^2/E108)+($D$106^2/$E$106)))
DENSX,2,59.3568,50.7817,185,=(C109-$C$106)/(SQRT((D109^2/E109)+($D$106^2/$E$106)))
DENSX,3,62.0184,59.5547,217,=(C110-$C$106)/(SQRT((D110^2/E110)+($D$106^2/$E$106)))
DENSX,4,67.8879,69.2348,821,=(C111-$C$106)/(SQRT((D111^2/E111)+($D$106^2/$E$106)))
DENSX,5,63.327,64.2364,529,=(C112-$C$106)/(SQRT((D112^2/E112)+($D$106^2/$E$106)))
DENSX,6,64.9961,63.3853,1790,=(C113-$C$106)/(SQRT((D113^2/E113)+($D$106^2/$E$106)))
DENSX,7,65.0972,58.3222,1234,=(C114-$C$106)/(SQRT((D114^2/E114)+($D$106^2/$E$106)))
DENSX,8,58.8643,54.9683,943,=(C115-$C$106)/(SQRT((D115^2/E115)+($D$106^2/$E$106)))
DENSX,9,63.3874,66.6122,653,=(C116-$C$106)/(SQRT((D116^2/E116)+($D$106^2/$E$106)))
DENSX,10,68.9873,71.3283,788,=(C117-$C$106)/(SQRT((D117^2/E117)+($D$106^2/$E$106)))
DENSX,11,60.6117,48.8394,376,=(C118-$C$106)/(SQRT((D118^2/E118)+($D$106^2/$E$106)))
DENSX,12,71.3208,57.0455,505,=(C119-$C$106)/(SQRT((D119^2/E119)+($D$106^2/$E$106)))
DENSX,13,95.1964,82.3894,56,=(C120-$C$106)/(SQRT((D120^2/E120)+($D$106^2/$E$106)))
,Total,Cases,=,8159
-------------------------------------------------------------------------------
Density Class,Low,High
1,0,99
2,100,249
3,250,499
4,500,749
5,750,999
6,1000,1999
7,2000,2999
8,3000,3999
9,4000,4999
10,5000,7499
11,7500,9999
12,10000,49999
13,50000,+
Residential Density,HOME,WORK,SHOP,OTHER,TRAVEL
0-99,995.6774,223.9516,15.5645,153.6774,51.129
100-249,984.5622,252.3622,29.627,114.0919,59.3568
250-499,1010.8018,236.7926,21.8387,108.5484,62.0184
500-749,970.7138,267.1133,20.6395,113.6456,67.8879
750-999,998.6314,251.5936,24.4197,102.0284,63.327
1000-1999,996.848,242.9899,20.586,114.5799,64.9961
2000-2999,972.5243,271.1491,19.4173,111.812,65.0972
3000-3999,993.8505,267.3065,19.8282,100.1506,58.8643
4000-4999,960.4962,280.9801,21.5038,113.6325,63.3874
5000-7499,973.3579,260.0393,24.0393,113.5761,68.9873
7500-10000,1010.2952,238.5665,24.7766,105.75,60.6117
10000-49999,979.6158,271.4416,20.2772,97.3446,71.3208
50000+,911.0536,331.4643,11,91.2857,95.1964
