HHMSAX,7040,289.5119,257.0308,84
HHMSAX,7090,426.4,306.2055,10
HHMSAX,7160,301.1,249.6235,30
HHMSAX,7240,237.9167,263.6381,60
HHMSAX,7320,255.0224,273.6578,134
HHMSAX,7360,189.12,247.7401,50
HHMSAX,7400,280.0667,269.4433,45
HHMSAX,7485,64.375,182.08,8
HHMSAX,7500,159.5833,240.1653,12
HHMSAX,7600,247.7403,250.0595,77
HHMSAX,8040,290.4267,297.7468,75
HHMSAX,8200,295.2381,281.8766,21
HHMSAX,8280,319.0571,284.2932,70
HHMSAX,8480,316.9286,269.5647,14
HHMSAX,8720,159,257.4323,17
HHMSAX,8725,365,240.9097,5
HHMSAX,8760,136.6667,236.7136,3
HHMSAX,8840,281.3207,285.3305,184
HHMSAX,9160,307.3571,283.8297,14
,Total,Cases,=,8159
Missing,Cases,=,2339,OR,28.7,PCT.
-------------------------------------------------------------------------------
Page,44,SPSS/PC+,1996-12-20 00:00:00
Summaries,of,TIMESHOP
By,levels,of,HHMSAX
Variable,Value,Label,Mean,Std,Dev,Cases
For,Entire,Population,21.4682,53.7202,5820
HHMSAX,80,13,23.6749,21
HHMSAX,360,22.9912,50.7065,113
HHMSAX,440,23.7778,47.2771,18
HHMSAX,520,13.1485,31.7375,101
HHMSAX,620,13.4667,26.691,15
HHMSAX,720,15.9767,38.0244,86
HHMSAX,845,41.8571,87.5451,7
HHMSAX,875,21.8525,40.7115,61
HHMSAX,1120,11.4051,23.0259,79
HHMSAX,1125,8.4,18.783,5
HHMSAX,1160,16.6061,31.5132,132
HHMSAX,1170,23.3103,38.1352,29
HHMSAX,1200,16.1667,39.6001,6
HHMSAX,1280,23.4118,34.9858,17
HHMSAX,1520,29.3333,55.2371,45
HHMSAX,1600,21.5395,50.5548,215
HHMSAX,1640,33.4286,74.9855,56
HHMSAX,1680,21.2951,57.7911,61
HHMSAX,1840,20.1455,45.3004,55
HHMSAX,1920,21.8068,46.6762,88
HHMSAX,1930,24.6038,43.9586,53
HHMSAX,2080,24.8785,52.4256,107
HHMSAX,2160,21,60.25,138
HHMSAX,2680,36.1395,65.8713,43
HHMSAX,2800,15.4286,26.7191,42
HHMSAX,2920,42.5,15.2643,4
HHMSAX,2960,103.6364,227.5752,11
HHMSAX,3200,38.3636,107.1926,11
HHMSAX,3280,25.8537,67.8635,205
HHMSAX,3360,19.2154,48.1654,130
HHMSAX,3480,18.7768,51.8053,551
HHMSAX,3640,51,59.3443,9
HHMSAX,3690,10.9091,28.311,22
HHMSAX,3760,26.9508,60.9947,61
HHMSAX,3800,120,169.7056,2
HHMSAX,3965,29.1765,56.7608,34
HHMSAX,4160,12.7143,21.6003,7
HHMSAX,4440,27.2222,54.0319,9
HHMSAX,4480,20.2299,56.9532,274
HHMSAX,4560,10.8889,21.6128,9
HHMSAX,5000,30.8723,78.17,47
HHMSAX,5015,26.5806,57.9458,31
HHMSAX,5020,26.8333,57.9292,12
HHMSAX,5080,21.6667,40.229,42
HHMSAX,5120,23.956,59.6648,91
HHMSAX,5190,31.549,62.5224,51
HHMSAX,5350,0,0,2
HHMSAX,5380,20.5085,50.1397,295
HHMSAX,5440,13.4727,27.6002,55
HHMSAX,5560,18.0811,40.3556,37
HHMSAX,5600,22.6465,62.2086,396
HHMSAX,5640,16.8194,58.9708,72
HHMSAX,5700,10,12.5831,7
HHMSAX,5720,27.9298,84.1109,57
HHMSAX,5760,12.561,23.1107,41
HHMSAX,5775,25.1154,51.0554,78
HHMSAX,5950,25.1429,46.946,21
HHMSAX,5960,20.9302,48.8951,43
HHMSAX,6000,15.2174,30.1511,23
HHMSAX,6060,13.3333,30.2765,6
HHMSAX,6160,25.3593,61.9669,167
HHMSAX,6200,38.5556,65.6059,90
HHMSAX,6280,27.2152,56.3443,79
HHMSAX,6440,18.0682,52.631,44
HHMSAX,6480,21.0833,39.9346,24
HHMSAX,6600,0,0,1
HHMSAX,6780,29.7363,75.0872,91
HHMSAX,6840,21.7917,41.0397,24
HHMSAX,6920,15.1875,29.7083,48
HHMSAX,7040,12.7143,28.3793,84
HHMSAX,7090,6.7,15.9168,10
HHMSAX,7160,18.5,49.1155,30
HHMSAX,7240,18.8667,37.3873,60
HHMSAX,7320,21.9403,53.081,134
HHMSAX,7360,25.42,45.1307,50
HHMSAX,7400,10.2889,18.3038,45
HHMSAX,7485,6.875,14.3769,8
HHMSAX,7500,13.3333,28.7887,12
HHMSAX,7600,20.3247,62.7137,77
HHMSAX,8040,18.8667,51.8442,75
HHMSAX,8200,8.4762,16.2223,21
HHMSAX,8280,18.0571,39.8508,70
HHMSAX,8480,23,30.0922,14
HHMSAX,8720,9.5294,26.8098,17
HHMSAX,8725,10,13.6931,5
HHMSAX,8760,56.6667,98.1495,3
HHMSAX,8840,17.038,52.4251,184
HHMSAX,9160,11,15.9422,14
,Total,Cases,=,8159
Missing,Cases,=,2339,OR,28.7,PCT.
-------------------------------------------------------------------------------
Page,50,SPSS/PC+,1996-12-20 00:00:00
Summaries,of,TIMEOTHE
By,levels,of,HHMSAX
Variable,Value,Label,Mean,Std,Dev,Cases
For,Entire,Population,105.9603,154.7416,5820
HHMSAX,80,156.9048,164.7155,21
HHMSAX,360,113.8407,151.585,113
HHMSAX,440,125.5556,175.8416,18
HHMSAX,520,89.6832,130.3661,101
HHMSAX,620,54.2667,97.0548,15
HHMSAX,720,108.2209,188.4095,86
HHMSAX,845,66.2857,92.617,7
HHMSAX,875,100.8852,138.2136,61
HHMSAX,1120,113.0253,135.5611,79
HHMSAX,1125,173,269.7592,5
HHMSAX,1160,125.3258,171.7584,132
HHMSAX,1170,125.7931,162.9613,29
HHMSAX,1200,8.8333,21.6372,6
HHMSAX,1280,55.2941,104.1128,17
HHMSAX,1520,126.4889,155.0265,45
HHMSAX,1600,108.3395,168.6707,215
HHMSAX,1640,113.8571,137.6375,56
HHMSAX,1680,110.623,160.0583,61
HHMSAX,1840,149.3818,192.6117,55
HHMSAX,1920,90.9545,119.7537,88
HHMSAX,1930,115.6981,158.4081,53
HHMSAX,2080,90.2243,138.9989,107
HHMSAX,2160,109.7536,147.2138,138
HHMSAX,2680,138.0233,153.7217,43
HHMSAX,2800,90.619,131.9423,42
HHMSAX,2920,41.5,47.9201,4
HHMSAX,2960,102.9091,101.0054,11
HHMSAX,3200,25.8182,40.568,11
HHMSAX,3280,109.2878,149.651,205
HHMSAX,3360,135.1308,171.1443,130
HHMSAX,3480,112.1706,161.5431,551
HHMSAX,3640,68.7778,116.7109,9
HHMSAX,3690,66.1364,106.8525,22
HHMSAX,3760,157.1475,166.8365,61
HHMSAX,3800,0,0,2
HHMSAX,3965,57.2353,118.9163,34
HHMSAX,4160,79.2857,171.5719,7
HHMSAX,4440,96.8889,87.0825,9
HHMSAX,4480,108.1022,154.4431,274
HHMSAX,4560,300,243.7981,9
HHMSAX,5000,125.4468,140.8205,47
HHMSAX,5015,106.1935,209.7393,31
HHMSAX,5020,86.3333,98.169,12
HHMSAX,5080,57.4524,108.2975,42
HHMSAX,5120,110.6154,156.9152,91
HHMSAX,5190,76.9608,137.5216,51
HHMSAX,5350,0,0,2
HHMSAX,5380,90.3831,142.9086,295
HHMSAX,5440,100.7091,162.3369,55
HHMSAX,5560,132.3514,201.8406,37
HHMSAX,5600,97.3485,163.6739,396
HHMSAX,5640,108.5972,176.2899,72
HHMSAX,5700,77.8571,154.2146,7
HHMSAX,5720,75.4737,138.0272,57
HHMSAX,5760,128.7561,169.5734,41
HHMSAX,5775,117.9487,176.2258,78
HHMSAX,5950,64.0476,107.5112,21
HHMSAX,5960,73.3256,103.8694,43
HHMSAX,6000,60.5652,131.6434,23
HHMSAX,6060,110,157.734,6
HHMSAX,6160,101.9222,144.4499,167
HHMSAX,6200,100.7667,163.7377,90
HHMSAX,6280,96.7089,131.8668,79
HHMSAX,6440,110.75,151.1003,44
HHMSAX,6480,140.0833,140.6033,24
HHMSAX,6600,0,0,1
HHMSAX,6780,124.3956,168.7961,91
HHMSAX,6840,99.7917,148.3917,24
HHMSAX,6920,86.3333,116.8249,48
HHMSAX,7040,99.869,148.2021,84
HHMSAX,7090,75,121.106,10
HHMSAX,7160,105.2,123.287,30
HHMSAX,7240,65.4667,100.0587,60
HHMSAX,7320,111.5672,166.2449,134
HHMSAX,7360,64.9,115.1308,50
HHMSAX,7400,97.0222,142.9603,45
HHMSAX,7485,230.625,246.829,8
HHMSAX,7500,168.4167,122.6439,12
HHMSAX,7600,107.7273,179.4496,77
HHMSAX,8040,98.0133,131.2561,75
HHMSAX,8200,154.0476,223.7164,21
HHMSAX,8280,88.5143,136.0391,70
HHMSAX,8480,28.5714,44.9473,14
HHMSAX,8720,163.7059,232.2382,17
HHMSAX,8725,26,28.8097,5
HHMSAX,8760,115,199.1858,3
HHMSAX,8840,125.3098,160.9269,184
HHMSAX,9160,110.1429,162.952,14
,Total,Cases,=,8159
Missing,Cases,=,2339,OR,28.7,PCT.
-------------------------------------------------------------------------------
Page,56,SPSS/PC+,1996-12-20 00:00:00
Summaries,of,TIMETRAV
By,levels,of,HHMSAX
Variable,Value,Label,Mean,Std,Dev,Cases
For,Entire,Population,66.9849,62.7832,5820
HHMSAX,80,55.4286,30.9719,21
HHMSAX,360,64.5752,43.5022,113
HHMSAX,440,48.1111,31.4435,18
HHMSAX,520,67.7921,53.9736,101
HHMSAX,620,42.6667,32.3014,15
HHMSAX,720,70.8605,52.3064,86
HHMSAX,845,43.4286,22.1424,7
HHMSAX,875,75.2131,86.923,61
HHMSAX,1120,77.519,68.7543,79
HHMSAX,1125,56.4,28.9361,5
HHMSAX,1160,62.0682,57.166,132
HHMSAX,1170,79.3103,70.8147,29
HHMSAX,1200,38.3333,28.724,6
HHMSAX,1280,77.9412,133.814,17
HHMSAX,1520,64,39.9721,45
HHMSAX,1600,65.3581,60.5157,215
HHMSAX,1640,71.1607,59.54,56
HHMSAX,1680,109.6393,168.6055,61
HHMSAX,1840,66.9091,47.0588,55
HHMSAX,1920,61.7159,62.1061,88
HHMSAX,1930,63.3208,62.052,53
HHMSAX,2080,63.1028,43.8542,107
HHMSAX,2160,68.3623,50.7192,138
HHMSAX,2680,61.0233,47.4078,43
HHMSAX,2800,68.9048,65.3325,42
HHMSAX,2920,31,20.4287,4
HHMSAX,2960,57.4545,28.335,11
HHMSAX,3200,45.5455,25.8664,11
HHMSAX,3280,68.1122,69.7962,205
HHMSAX,3360,64.6154,47.5682,130
HHMSAX,3480,59.3448,64.2432,551
HHMSAX,3640,24,13.048,9
HHMSAX,3690,58.5,44.235,22
HHMSAX,3760,60.3279,47.8991,61
HHMSAX,3800,30,42.4264,2
HHMSAX,3965,70.0882,68.694,34
HHMSAX,4160,71,71.6961,7
HHMSAX,4440,71.6667,51.7542,9
HHMSAX,4480,61.7591,42.1446,274
HHMSAX,4560,93.1111,48.4934,9
HHMSAX,5000,64.4255,50.4099,47
HHMSAX,5015,55.9355,50.8363,31
HHMSAX,5020,73.1667,85.5005,12
HHMSAX,5080,53.8095,33.9312,42
HHMSAX,5120,63.5495,52.9071,91
HHMSAX,5190,80.5686,67.6092,51
HHMSAX,5350,110,113.1371,2
HHMSAX,5380,74.1593,77.3896,295
HHMSAX,5440,56.5818,38.1453,55
HHMSAX,5560,57.2703,38.7102,37
HHMSAX,5600,77.5985,62.6455,396
HHMSAX,5640,70.8611,54.2047,72
HHMSAX,5700,57.2857,39.7061,7
HHMSAX,5720,52.2105,26.6724,57
HHMSAX,5760,72.0976,65.8471,41
HHMSAX,5775,78.3205,91.3935,78
HHMSAX,5950,65.5238,51.1504,21
HHMSAX,5960,57.3953,41.8877,43
HHMSAX,6000,88.2174,149.104,23
HHMSAX,6060,50.6667,37.3452,6
HHMSAX,6160,73.4072,66.0176,167
HHMSAX,6200,64.5111,73.9683,90
HHMSAX,6280,61.5696,45.4509,79
HHMSAX,6440,69.75,55.2681,44
HHMSAX,6480,50.375,34.7898,24
HHMSAX,6600,35,0,1
HHMSAX,6780,76.0879,69.8036,91
HHMSAX,6840,60.875,50.4608,24
HHMSAX,6920,50.5417,43.6621,48
HHMSAX,7040,64.2024,56.4433,84
HHMSAX,7090,87.7,77.1248,10
HHMSAX,7160,61.2667,40.7557,30
HHMSAX,7240,50.6167,26.7962,60
HHMSAX,7320,58.8881,45.8354,134
HHMSAX,7360,57.24,59.2265,50
HHMSAX,7400,56.4,34.697,45
HHMSAX,7485,96.875,68.1352,8
HHMSAX,7500,76.1667,67.5222,12
HHMSAX,7600,80.5065,91.1779,77
HHMSAX,8040,70.7733,74.0813,75
HHMSAX,8200,85.1429,74.5294,21
HHMSAX,8280,65.5571,58.1903,70
HHMSAX,8480,51.3571,37.2447,14
HHMSAX,8720,69.2353,43.6155,17
HHMSAX,8725,47,35.2846,5
HHMSAX,8760,80,65,3
HHMSAX,8840,77.7554,62.1565,184
HHMSAX,9160,47.5,26.3169,14
,Total,Cases,=,8159
Missing,Cases,=,2339,OR,28.7,PCT.
-------------------------------------------------------------------------------
Page,62,SPSS/PC+,1996-12-20 00:00:00
This,procedure,was,completed,at,10:59:34
means,tables=,timehome,timework,timeshop,timeothe,timetrav,by,cmsax.
*****,Given,WORKSPACE,allows,for,6858,Cells,with,1,Dimensions,for,MEANS.
