-------------------------------------------------------------------------------
Page,32,SPSS/PC+,1996-12-20 00:00:00
Summaries,of,TIMEHOME
By,levels,of,HHMSAX
Variable,Value,Label,Mean,Std,Dev,Cases
For,Entire,Population,980.877,258.4103,5820
HHMSAX,80,971.0476,252.5998,21
HHMSAX,360,946.7345,265.2672,113
HHMSAX,440,1057.1111,248.2238,18
HHMSAX,520,984.4356,227.6437,101
HHMSAX,620,992.8,293.7473,15
HHMSAX,720,946.5581,252.609,86
HHMSAX,845,918,118.1313,7
HHMSAX,875,1011,253.7547,61
HHMSAX,1120,984.8354,243.5897,79
HHMSAX,1125,756.4,97.12,5
HHMSAX,1160,1000.2348,252.5536,132
HHMSAX,1170,1037.3103,219.0941,29
HHMSAX,1200,1222.3333,187.0077,6
HHMSAX,1280,1021,335.27,17
HHMSAX,1520,952.6444,229.3897,45
HHMSAX,1600,986.4791,268.0262,215
HHMSAX,1640,1003.3214,252.1343,56
HHMSAX,1680,946.0492,263.271,61
HHMSAX,1840,985.8545,255.865,55
HHMSAX,1920,1022.5,261.9815,88
HHMSAX,1930,978.6226,252.6347,53
HHMSAX,2080,982.6355,266.9997,107
HHMSAX,2160,947.3768,252.4273,138
HHMSAX,2680,999.1628,256.5217,43
HHMSAX,2800,956.2143,261.9101,42
HHMSAX,2920,1292.5,59.8025,4
HHMSAX,2960,935.2727,300.1963,11
HHMSAX,3200,827.5455,265.636,11
HHMSAX,3280,993.7756,255.6979,205
HHMSAX,3360,971.3154,249.1455,130
HHMSAX,3480,974.3848,269.7395,551
HHMSAX,3640,1117.3333,239.644,9
HHMSAX,3690,946.5,267.2573,22
HHMSAX,3760,893.2787,238.1683,61
HHMSAX,3800,1290,212.132,2
HHMSAX,3965,1064.4706,249.4081,34
HHMSAX,4160,877,245.3698,7
HHMSAX,4440,957.5556,249.7114,9
HHMSAX,4480,971.4964,251.6438,274
HHMSAX,4560,883.3333,298.7788,9
HHMSAX,5000,1017.1277,247.8558,47
HHMSAX,5015,1001.8065,298.6967,31
HHMSAX,5020,1036,229.1097,12
HHMSAX,5080,977.6667,255.1119,42
HHMSAX,5120,977.4835,284.9838,91
HHMSAX,5190,981.6471,265.4645,51
HHMSAX,5350,725,311.127,2
HHMSAX,5380,996.0034,252.5022,295
HHMSAX,5440,984.9455,245.0383,55
HHMSAX,5560,1000.2703,253.176,37
HHMSAX,5600,958.2222,258.111,396
HHMSAX,5640,942.0694,239.479,72
HHMSAX,5700,1104.5714,307.2506,7
HHMSAX,5720,935.3684,253.5872,57
HHMSAX,5760,996.9024,252.4465,41
HHMSAX,5775,990.3333,274.6864,78
HHMSAX,5950,986.9048,247.5558,21
HHMSAX,5960,1014.7907,245.952,43
HHMSAX,6000,895.8261,225.3594,23
HHMSAX,6060,1055.8333,328.9629,6
HHMSAX,6160,985.6287,260.1913,167
HHMSAX,6200,1008.5444,257.0869,90
HHMSAX,6280,1066.2785,243.1531,79
HHMSAX,6440,1013.8864,267.629,44
HHMSAX,6480,1055.0417,218.5031,24
HHMSAX,6600,865,0,1
HHMSAX,6780,970.6154,260.9466,91
HHMSAX,6840,925.5833,188.1103,24
HHMSAX,6920,1026.9583,301.8961,48
HHMSAX,7040,973.7024,245.0349,84
HHMSAX,7090,844.2,231.2472,10
HHMSAX,7160,953.9333,214.993,30
HHMSAX,7240,1067.1333,250.9664,60
HHMSAX,7320,992.5821,254.0884,134
HHMSAX,7360,1103.32,269.4437,50
HHMSAX,7400,996.2222,238.9737,45
HHMSAX,7485,1041.25,288.2057,8
HHMSAX,7500,1022.5,304.2518,12
HHMSAX,7600,983.7013,266.2349,77
HHMSAX,8040,961.92,270.939,75
HHMSAX,8200,897.0952,234.9006,21
HHMSAX,8280,948.8143,254.9925,70
HHMSAX,8480,1020.1429,305.0692,14
HHMSAX,8720,1038.5294,300.7842,17
HHMSAX,8725,992,218.2201,5
HHMSAX,8760,1051.6667,176.0918,3
HHMSAX,8840,938.5761,262.5124,184
HHMSAX,9160,964,238.9557,14
,Total,Cases,=,8159
Missing,Cases,=,2339,OR,28.7,PCT.
-------------------------------------------------------------------------------
Page,38,SPSS/PC+,1996-12-20 00:00:00
Summaries,of,TIMEWORK
By,levels,of,HHMSAX
Variable,Value,Label,Mean,Std,Dev,Cases
For,Entire,Population,264.7096,272.1129,5820
HHMSAX,80,243.619,275.6939,21
HHMSAX,360,291.8584,287.1465,113
HHMSAX,440,185.4444,266.3452,18
HHMSAX,520,284.9406,269.3373,101
HHMSAX,620,336.8,296.4464,15
HHMSAX,720,298.3837,260.2933,86
HHMSAX,845,370.4286,185.4444,7
HHMSAX,875,231.0492,270.5838,61
HHMSAX,1120,253.2152,269.3639,79
HHMSAX,1125,445.8,322.4332,5
HHMSAX,1160,235.7652,261.18,132
HHMSAX,1170,174.2759,247.4244,29
HHMSAX,1200,154.3333,207.4152,6
HHMSAX,1280,262.3529,287.2832,17
HHMSAX,1520,267.5333,285.6079,45
HHMSAX,1600,258.2837,268.2512,215
HHMSAX,1640,218.2321,277.4855,56
HHMSAX,1680,252.3934,273.9689,61
HHMSAX,1840,217.7091,251.5129,55
HHMSAX,1920,243.0227,272.331,88
HHMSAX,1930,257.7547,267.0345,53
HHMSAX,2080,279.1589,287.9836,107
HHMSAX,2160,293.5072,270.333,138
HHMSAX,2680,205.6512,262.6103,43
HHMSAX,2800,308.8333,282.8929,42
HHMSAX,2920,32.5,65,4
HHMSAX,2960,240.7273,273.6801,11
HHMSAX,3200,502.7273,287.271,11
HHMSAX,3280,242.9707,262.9532,205
HHMSAX,3360,249.7231,266.471,130
HHMSAX,3480,275.323,273.9934,551
HHMSAX,3640,178.8889,268.3372,9
HHMSAX,3690,357.9545,292.5368,22
HHMSAX,3760,302.2951,235.8764,61
HHMSAX,3800,0,0,2
HHMSAX,3965,219.0294,258.4073,34
HHMSAX,4160,400,281.6765,7
HHMSAX,4440,286.6667,273.4616,9
HHMSAX,4480,278.4124,276.7294,274
HHMSAX,4560,152.6667,246.4183,9
HHMSAX,5000,202.1277,256.4946,47
HHMSAX,5015,249.4839,290.3331,31
HHMSAX,5020,217.6667,271.4906,12
HHMSAX,5080,329.4048,265.7998,42
HHMSAX,5120,264.3956,288.1627,91
HHMSAX,5190,269.2745,246.2697,51
HHMSAX,5350,605,197.9899,2
HHMSAX,5380,258.9458,267.7125,295
HHMSAX,5440,284.2909,284.648,55
HHMSAX,5560,232.027,252.3132,37
HHMSAX,5600,284.1843,278.9832,396
HHMSAX,5640,301.6528,280.203,72
HHMSAX,5700,190.2857,338.8125,7
HHMSAX,5720,349.0175,288.0447,57
HHMSAX,5760,229.6829,269.2379,41
HHMSAX,5775,228.2821,260.1761,78
HHMSAX,5950,298.381,290.6452,21
HHMSAX,5960,273.5581,275.4595,43
HHMSAX,6000,380.1739,259.5657,23
HHMSAX,6060,210.1667,328.5425,6
HHMSAX,6160,253.6826,262.9934,167
HHMSAX,6200,227.6222,270.6066,90
HHMSAX,6280,188.2278,257.7688,79
HHMSAX,6440,227.5455,290.4848,44
HHMSAX,6480,173.4167,242.851,24
HHMSAX,6600,540,0,1
HHMSAX,6780,239.1648,261.0819,91
HHMSAX,6840,331.9583,266.1895,24
HHMSAX,6920,260.9792,300.0573,48
